ID,"FD URL","FD ID",Available
35417,https://www.funda.nl/koop/tiel/huis-42345469-konijnenwal-50-52/,42345469,"
     Beschikbaar"
35418,https://www.funda.nl/detail/koop/badhoevedorp/huis-meidoornweg-10/42334264/,42334264,Beschikbaar
35419,https://www.funda.nl/koop/sas-van-gent/huis-42321528-amaliastraat-10/,42321528,"
     Beschikbaar"
35420,https://www.funda.nl/koop/kamperland/huis-42326929-spieringweg-3/,42326929,"
     Beschikbaar"
35421,https://www.funda.nl/koop/farmsum/huis-42326429-nieuwstad-7/,42326429,"
     Beschikbaar"
35422,https://www.funda.nl/koop/elsloo-li/huis-42388292-grote-straat-1/,42388292,"
     Beschikbaar"
35423,https://www.funda.nl/koop/breda/huis-42360221-minister-nelissenstraat-14/,42360221,"
     Beschikbaar"
35424,https://www.funda.nl/koop/roermond/huis-42355072-hamstraat-40-a/,42355072,"
     Beschikbaar"
35425,https://www.funda.nl/koop/vorden/huis-42227454-brandenborchweg-5/,42227454,"
     Beschikbaar"
35426,https://www.funda.nl/koop/leiden/huis-42226737-utrechtse-veer-4/,42226737,"
     Beschikbaar"
35427,https://www.funda.nl/detail/koop/zeist/huis-voorheuvel-68-a/42292276/,42292276,Beschikbaar
35428,https://www.funda.nl/koop/poederoijen/huis-42289421-maasdijk-54/,42289421,"
     Beschikbaar"
35429,https://www.funda.nl/koop/terneuzen/huis-42276681-zandstraat-10/,42276681,"
     Beschikbaar"
35430,https://www.funda.nl/koop/loosdrecht/huis-42127243-nieuw-loosdrechtsedijk-152/,42127243,"
     Beschikbaar"
35431,https://www.funda.nl/koop/heerewaarden/huis-42024380-hogestraat-28-30/,42024380,"
     Beschikbaar"
35432,https://www.funda.nl/koop/alkmaar/huis-42019800-ooievaarstraat-15/,42019800,"
     Beschikbaar"
35433,https://www.funda.nl/koop/ijmuiden/appartement-43440311-vechtstraat-10/,43440311,"
     Beschikbaar"
35434,https://www.funda.nl/koop/den-haag/appartement-43440362-wognumstraat-124/,43440362,"
     Beschikbaar"
35435,https://www.funda.nl/koop/den-haag/appartement-43434602-statenlaan-9-a/,43434602,"
     Beschikbaar"
35436,https://www.funda.nl/koop/rotterdam/appartement-43430759-ruigoord-136/,43430759,"
     Beschikbaar"
